school,sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other
1,1,19,0,0,0,2,2,2,2,2,1,0,0,1,0,0,0,0,3,3,3,2,2,4,21,11,8,9,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0,17,1,0,1,2,3,2,2,1,1,0,1,0,0,0,0,1,3,3,3,3,2,3,21,8,10,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,0,18,1,0,1,3,2,2,2,1,0,0,1,1,0,0,1,1,3,3,3,3,2,3,14,9,8,9,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,0,18,0,0,1,3,2,2,2,1,1,1,1,0,0,0,1,0,3,3,4,3,4,3,13,8,8,8,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,1,19,0,0,0,2,2,2,1,2,1,0,0,0,0,1,0,0,3,4,3,2,3,3,10,6,6,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,19,0,0,0,2,2,2,2,3,1,0,0,0,1,1,0,0,3,3,3,2,2,3,24,8,6,7,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,0,18,1,1,0,3,2,2,2,1,0,1,1,0,1,0,0,0,3,3,2,2,2,3,13,9,8,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,0,19,0,0,0,4,3,2,2,2,1,1,1,0,0,0,0,0,3,3,4,3,3,3,24,8,11,6,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1,1,18,1,1,0,2,2,2,2,2,0,1,0,0,0,1,0,0,3,3,4,3,4,3,15,9,6,7,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,0,18,1,0,0,2,2,2,2,2,1,1,0,0,0,1,1,1,3,3,3,3,3,3,21,7,8,8,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,0,18,0,0,0,2,3,2,2,2,0,0,1,0,0,0,1,0,3,3,3,3,4,3,28,9,8,8,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1,1,19,1,0,0,2,2,2,2,3,1,0,0,0,0,1,0,1,3,4,3,3,3,3,15,7,5,6,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0,18,0,0,1,2,2,2,2,2,0,0,1,0,0,0,0,0,3,3,3,2,3,3,17,8,8,8,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,0,18,0,0,0,2,3,1,2,2,0,0,1,0,0,0,0,0,4,4,4,3,4,3,20,7,8,9,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,0,18,1,0,1,3,2,2,2,0,1,0,0,0,0,0,0,1,2,3,3,2,3,2,13,10,10,11,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,0,16,0,0,1,3,3,2,2,0,0,1,1,0,1,0,0,0,4,2,3,1,2,4,9,9,10,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1,0,18,1,1,0,3,3,2,2,0,1,1,0,0,0,0,1,1,3,3,3,2,2,2,16,9,10,11,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1,0,17,1,0,1,3,3,2,3,0,1,0,0,1,0,0,0,1,3,3,2,2,2,3,11,11,11,12,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
0,1,18,0,0,0,3,3,2,2,2,1,1,1,0,0,0,0,0,3,3,3,3,3,4,25,8,7,7,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
1,0,18,1,1,1,2,1,2,2,2,1,0,1,1,0,1,1,0,3,3,3,3,3,3,15,8,8,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0,0,17,0,0,0,2,2,1,2,1,0,0,1,0,0,0,1,0,3,3,3,1,2,2,15,10,10,11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,17,0,0,0,2,2,1,2,1,0,0,1,1,0,0,1,0,4,3,3,2,2,3,18,10,10,13,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1,0,19,0,1,0,3,2,2,2,3,1,0,0,0,0,1,0,1,3,3,4,3,3,3,27,8,8,5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,0,18,0,0,1,3,3,2,2,0,1,0,1,0,0,0,1,1,3,3,3,3,3,3,26,10,10,10,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,18,1,0,1,1,2,2,2,2,0,0,0,0,1,0,0,0,3,3,3,1,2,3,20,9,8,8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0,18,1,0,0,3,3,2,2,2,0,1,1,1,0,0,1,1,3,3,3,4,3,3,22,8,8,10,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,18,0,0,0,3,2,1,2,1,1,0,0,1,0,0,0,0,3,3,3,2,2,3,22,9,9,9,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1,0,18,0,1,0,2,2,2,3,0,1,0,0,1,0,0,0,0,3,3,3,1,2,2,17,11,11,11,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,0,18,1,0,0,3,2,2,2,1,1,0,1,0,1,0,0,1,3,3,2,3,3,3,28,8,8,8,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,0,17,0,0,1,2,2,1,2,0,0,0,1,0,1,0,1,0,3,3,3,1,2,3,15,11,10,10,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,0,18,1,0,0,2,2,2,2,2,1,0,0,1,0,0,0,0,3,3,3,2,2,3,20,9,9,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,1,17,0,0,0,2,3,1,2,1,0,0,1,0,0,0,1,0,4,3,4,3,4,4,22,9,9,10,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0,19,0,0,0,3,3,2,2,1,1,0,1,1,0,0,1,1,3,3,3,3,3,2,23,10,9,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,0,19,1,0,1,2,1,2,2,2,0,0,0,1,1,0,0,0,3,3,3,2,2,3,22,7,8,8,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,18,1,1,0,3,3,2,2,0,1,0,0,1,0,0,1,0,3,3,3,3,2,4,23,7,10,9,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
0,0,18,0,0,0,3,2,1,2,2,0,0,1,0,0,0,1,1,3,4,4,3,4,3,32,8,10,7,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
0,0,18,0,0,1,2,2,2,2,1,0,0,1,0,1,0,1,0,3,3,4,3,3,2,20,8,9,8,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1,1,18,1,1,0,2,2,2,2,1,1,0,0,1,0,0,1,0,3,3,3,3,3,3,23,8,9,8,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1,0,18,0,0,0,3,2,2,2,1,1,0,0,0,0,0,1,0,3,3,4,2,3,2,16,8,9,9,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,0,18,1,0,0,3,2,2,2,2,0,0,1,1,1,0,1,1,3,3,3,4,3,2,31,9,10,10,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,18,0,0,0,3,3,2,2,1,0,1,1,0,0,0,1,0,3,3,4,3,3,3,17,8,8,9,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,19,1,0,0,2,2,1,2,2,0,0,0,0,1,1,0,0,3,3,2,2,2,3,22,9,8,6,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,1,18,0,0,1,2,2,2,2,1,1,0,1,0,1,0,0,1,3,3,3,3,3,3,25,9,8,8,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,18,0,0,0,2,2,2,2,2,0,0,1,1,0,0,1,0,4,3,3,3,3,3,23,8,7,8,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,1,18,0,0,0,2,2,2,2,1,1,0,1,1,0,0,1,0,3,3,3,2,3,4,20,9,9,9,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
1,1,18,1,0,1,2,2,2,2,1,0,0,0,1,0,0,0,0,3,3,3,3,3,3,19,8,8,9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1,0,18,0,0,1,2,2,2,2,2,1,0,0,1,0,1,1,1,3,3,3,2,2,3,18,8,8,7,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,1,19,1,0,1,2,2,2,2,2,1,0,0,1,0,1,0,1,3,4,3,3,3,3,8,6,5,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,1,19,0,0,1,2,2,2,2,2,0,0,1,0,0,1,1,0,4,4,4,4,4,3,9,7,5,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,0,17,0,0,1,3,3,2,3,0,1,0,0,0,0,0,1,1,3,3,2,1,2,3,6,12,13,13,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,0,18,1,1,1,2,1,2,2,2,1,1,0,1,1,1,1,1,3,3,3,2,2,3,21,9,9,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,1,18,0,0,1,3,2,2,2,2,0,0,1,0,0,0,1,0,4,3,4,4,4,3,20,8,7,7,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0,0,19,0,0,0,3,2,1,2,2,1,0,1,1,0,0,1,1,4,3,4,2,3,2,20,9,10,8,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
0,0,18,1,0,0,3,2,2,2,2,0,1,0,0,0,0,1,1,3,3,3,4,3,3,29,8,9,8,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
1,0,18,0,1,0,3,2,2,2,1,1,0,0,0,0,0,0,1,3,3,3,2,2,2,18,10,10,12,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
0,0,18,0,0,1,3,3,2,2,0,1,1,1,0,0,0,1,0,3,3,3,2,3,3,17,9,10,10,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,19,1,1,0,3,2,2,2,2,1,1,1,0,0,1,0,1,3,3,3,3,2,3,24,9,8,7,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
0,1,17,1,1,1,3,2,2,2,1,1,0,1,1,1,0,1,1,3,3,3,4,4,3,30,9,8,8,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,1,18,0,0,1,3,2,2,2,2,1,0,0,1,1,0,1,0,3,4,3,3,4,4,14,9,8,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0,19,0,0,0,2,2,2,2,2,1,0,1,1,0,0,0,1,3,3,3,2,2,4,22,8,9,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0,18,1,1,0,3,3,2,2,1,0,1,1,0,0,0,1,1,3,3,3,4,3,3,25,7,8,8,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
0,1,18,0,0,1,3,2,2,2,0,1,0,0,1,0,0,1,1,3,3,3,2,2,3,20,10,11,10,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,1,17,0,1,0,3,2,2,2,1,0,0,0,1,0,0,0,0,3,3,3,3,3,3,23,10,9,9,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,18,0,0,0,2,2,2,2,1,1,1,1,1,0,0,0,0,3,3,2,1,2,3,11,10,10,9,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,1,18,0,0,1,3,2,2,2,1,1,0,1,1,0,0,0,0,3,3,3,2,3,3,12,10,10,9,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1,0,18,0,0,1,2,2,2,2,0,1,0,0,1,0,0,1,0,3,3,3,3,4,2,12,9,9,9,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,0,18,0,0,0,3,2,2,3,1,0,0,0,1,0,0,0,1,3,3,4,3,2,2,17,8,9,9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0,1,19,0,1,0,3,2,2,2,1,1,0,1,0,0,0,1,0,3,3,4,4,4,2,26,10,11,10,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1,0,18,0,0,1,3,2,2,2,1,0,1,0,0,0,0,1,0,3,3,3,3,3,3,17,8,8,8,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,1,18,0,0,1,1,1,2,2,2,1,0,0,0,1,1,0,0,4,3,3,2,3,3,10,7,6,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,1,18,1,0,1,2,2,3,2,1,1,0,0,0,0,0,0,0,3,3,3,3,3,3,18,7,9,9,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,1,17,0,1,1,2,2,2,3,0,1,0,0,1,0,0,1,0,4,3,2,2,2,3,10,11,11,11,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
0,1,17,1,1,1,2,2,2,2,1,1,0,1,1,0,0,0,0,4,3,3,3,2,3,10,8,10,9,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
0,1,18,1,1,0,3,2,2,2,2,1,1,1,0,0,0,0,1,3,3,3,3,3,3,29,8,8,8,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,1,17,1,1,0,3,3,2,2,1,0,1,0,0,0,0,0,0,3,3,3,3,3,3,17,9,8,8,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
1,1,18,1,0,1,2,2,2,2,1,1,0,0,0,0,0,1,0,3,3,3,3,3,3,19,9,8,9,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,1,18,1,1,1,2,3,3,2,1,1,1,1,0,0,0,1,0,3,3,3,4,4,3,19,7,8,8,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1,1,18,1,1,0,2,3,2,2,1,0,0,1,1,0,0,0,0,4,3,4,4,4,3,12,8,8,8,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,18,0,0,1,2,2,2,2,1,0,0,1,0,0,0,1,0,3,3,3,3,3,3,19,9,8,8,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,0,18,0,0,0,2,2,2,2,2,0,0,1,1,0,0,0,0,3,3,3,2,2,3,19,10,9,9,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
0,0,18,0,0,0,3,3,2,3,1,0,0,1,0,0,0,1,1,3,3,3,3,3,2,21,11,12,11,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0,18,0,0,1,3,3,2,3,0,1,0,1,1,1,0,1,1,3,3,2,2,2,3,22,10,10,10,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,17,1,1,0,3,3,2,2,1,0,1,1,0,0,0,0,0,3,3,4,3,4,3,15,10,8,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,1,19,0,0,0,3,2,2,2,2,1,1,1,0,0,0,1,1,3,3,3,4,4,3,30,8,9,8,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
0,1,17,0,0,1,3,3,2,2,0,1,0,1,1,0,0,1,1,3,3,3,2,3,3,16,11,9,11,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
0,1,19,0,0,0,2,2,2,2,3,1,0,1,0,1,1,0,0,3,4,4,2,3,3,25,7,7,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
0,1,17,0,0,0,3,3,2,2,1,0,0,1,0,0,0,0,0,4,3,3,3,3,4,12,7,8,7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,0,19,0,0,1,1,1,2,2,2,0,0,0,0,1,1,1,0,3,4,3,2,3,3,19,6,5,6,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,0,17,0,1,0,2,2,1,2,0,1,0,0,1,0,0,1,0,4,3,3,1,2,3,14,10,12,12,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,1,19,0,0,0,3,2,1,1,2,1,0,1,0,0,0,0,0,4,4,4,2,3,4,23,7,8,7,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0,18,0,0,0,3,3,2,2,1,1,0,1,0,1,0,0,1,3,3,3,2,2,3,24,8,7,8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1,0,18,0,1,0,2,2,2,2,2,1,0,0,0,1,1,0,0,3,3,3,2,2,2,20,7,7,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,17,1,1,0,2,2,2,2,1,0,1,0,0,0,1,1,0,3,3,3,4,3,2,8,8,8,7,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1,0,19,1,0,0,3,2,2,2,2,1,0,0,1,1,1,0,1,3,3,2,2,2,3,22,9,8,6,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
0,1,19,0,0,0,3,2,2,2,2,1,0,1,0,0,1,1,0,3,4,4,3,4,3,22,7,9,8,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,18,1,0,0,2,2,2,2,2,1,0,0,1,0,0,0,1,3,4,3,1,2,4,21,9,8,7,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,1,19,0,0,0,3,2,2,2,2,1,0,1,1,0,1,0,0,3,4,3,3,3,3,19,7,8,8,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,18,0,0,0,2,2,2,2,2,0,0,1,1,0,0,1,0,3,3,4,3,3,3,22,7,9,9,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
1,0,17,1,0,1,2,2,2,2,1,0,0,0,0,1,0,0,0,3,2,3,2,2,3,19,10,10,10,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,0,19,0,0,0,3,2,2,2,2,1,0,1,0,0,0,1,1,3,3,4,4,4,2,34,9,9,8,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
0,1,18,0,0,0,3,2,1,2,1,1,0,1,1,0,0,1,0,4,3,4,3,4,3,21,8,10,8,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1,0,19,0,0,0,2,1,2,2,3,0,0,0,0,0,1,1,0,3,3,3,3,3,4,16,7,6,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,0,18,0,1,0,2,2,2,2,2,1,0,0,1,1,1,1,1,3,3,3,3,2,3,24,8,8,9,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,1,17,1,1,1,2,2,2,2,1,1,1,0,0,0,0,0,0,3,3,2,1,2,4,15,10,9,9,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,19,0,0,1,2,2,2,2,2,0,0,1,1,0,1,1,0,3,3,4,4,3,3,15,7,7,6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,17,0,1,0,3,3,2,2,0,1,1,0,0,0,0,1,1,3,3,3,3,2,3,18,9,10,10,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0,0,18,0,0,0,3,2,2,2,2,1,0,1,0,1,1,0,1,3,3,3,2,2,2,23,7,8,6,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,0,18,0,0,0,3,3,2,2,0,1,0,0,0,0,0,1,1,3,3,3,2,3,2,14,10,10,11,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,1,18,0,0,1,3,2,2,2,1,1,1,0,0,0,0,1,0,3,4,4,3,4,3,14,8,8,9,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,19,0,0,0,2,2,2,2,2,1,0,0,1,0,1,1,0,3,3,3,3,2,4,28,8,7,7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,0,18,0,0,1,1,2,2,2,2,0,0,0,1,1,0,1,0,3,3,3,2,3,3,23,7,8,7,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,1,18,0,0,1,3,2,2,2,1,1,0,0,0,0,0,1,0,3,4,3,3,3,3,12,6,6,7,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
1,0,17,0,1,0,3,2,2,2,0,1,0,0,1,0,0,1,0,3,3,3,3,3,3,20,8,10,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0,19,0,0,0,3,2,2,2,2,1,0,0,0,1,1,0,0,3,3,3,2,2,3,23,8,8,8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,18,0,1,0,2,2,2,2,2,1,0,0,0,0,1,0,0,3,3,3,2,2,3,14,7,7,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,0,18,1,0,1,2,2,2,2,2,0,1,1,0,1,0,1,0,3,3,4,2,4,3,17,10,8,7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,0,19,1,0,0,2,2,2,2,2,0,1,0,0,0,0,0,1,3,3,3,2,2,3,20,8,7,7,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,18,0,1,0,2,2,2,3,0,1,1,0,0,0,0,1,0,3,3,3,2,2,2,13,10,11,11,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,0,19,0,0,1,1,2,2,3,2,0,0,1,1,1,0,1,0,4,3,3,2,2,3,24,10,7,9,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,1,18,0,1,0,3,3,2,2,0,1,0,0,0,0,0,0,1,3,3,2,2,2,4,17,12,10,10,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
0,0,18,0,0,1,1,2,2,2,2,0,1,0,0,1,0,1,0,4,3,3,3,3,3,14,8,7,8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0,18,0,0,0,2,3,2,2,1,1,0,1,0,0,0,1,1,3,3,3,3,3,3,22,9,9,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,1,18,0,0,0,2,2,2,2,2,0,0,0,0,0,1,0,0,3,4,3,3,3,3,16,7,7,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,0,18,0,0,0,2,2,2,2,1,0,0,0,0,0,0,1,0,3,3,3,3,3,3,21,8,8,8,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
0,1,18,0,0,1,2,2,2,2,1,1,0,1,0,0,0,1,0,4,3,3,3,4,3,13,9,7,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,0,19,1,0,0,3,3,2,2,2,0,0,1,1,0,1,1,0,3,3,3,4,3,3,14,7,8,8,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
0,1,18,0,0,1,3,3,1,2,0,0,0,1,0,0,0,1,0,4,3,4,2,3,3,16,11,11,8,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,0,18,0,0,1,3,3,2,2,1,0,1,1,1,0,0,1,0,4,3,4,3,4,3,23,9,10,8,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1,0,18,1,0,0,3,2,2,2,1,0,0,0,0,0,0,0,1,3,3,3,3,3,3,20,8,8,7,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1,1,17,0,1,0,3,3,2,2,0,1,0,0,0,0,0,0,0,3,2,2,2,2,3,20,9,8,10,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
1,0,18,0,0,1,3,3,2,2,0,1,1,0,0,0,0,1,0,3,3,3,1,2,3,12,10,10,11,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,0,17,1,1,0,2,2,2,3,1,0,0,0,0,0,0,0,0,3,3,3,3,3,2,15,8,9,10,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,18,0,0,1,2,2,2,2,1,1,1,0,0,0,0,1,0,3,3,3,1,2,4,11,9,8,8,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,18,0,0,0,3,2,2,2,2,1,0,1,1,1,1,1,0,3,3,3,3,2,3,15,7,7,6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,18,1,0,1,2,2,2,2,2,0,0,0,0,1,1,1,0,3,3,3,3,3,3,27,8,7,7,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,0,18,1,0,1,2,2,2,2,2,0,0,1,0,1,0,0,0,3,3,3,3,3,3,28,9,9,8,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,1,19,0,0,1,3,2,2,1,1,1,0,1,1,0,0,0,0,4,4,3,3,3,3,10,7,10,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0,17,1,1,1,2,2,2,2,1,1,0,1,1,0,0,0,0,3,2,3,3,3,3,22,11,9,8,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
0,1,18,1,0,1,3,3,2,2,0,1,0,1,1,0,0,1,1,3,3,3,3,3,3,20,9,9,9,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1,0,17,0,0,0,3,3,1,2,2,0,0,1,0,1,0,0,0,3,3,3,3,3,3,22,8,7,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,1,18,0,0,0,3,3,2,2,2,0,0,1,0,0,0,1,0,4,3,4,3,4,3,26,8,9,8,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1,1,18,0,0,0,2,2,2,2,2,1,0,0,0,0,1,1,1,3,3,3,2,2,3,20,8,7,7,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,1,19,1,0,0,3,2,2,2,2,1,0,1,1,1,0,0,1,3,4,3,4,3,2,16,8,8,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
0,1,18,0,0,0,3,3,2,2,0,1,0,0,1,0,0,0,1,3,3,2,2,2,3,20,11,9,11,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,0,17,0,0,1,2,2,2,2,1,1,0,0,1,0,0,1,0,4,3,3,1,2,3,7,10,10,10,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,0,18,0,0,0,3,3,2,2,2,0,0,0,0,0,0,0,0,4,4,4,4,3,3,22,7,9,9,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,0,17,1,1,0,2,2,2,2,1,1,0,0,1,0,0,1,1,3,3,2,3,2,3,14,8,8,8,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
0,0,17,0,0,0,2,3,2,2,0,0,0,1,1,0,0,1,1,3,3,3,2,2,3,19,11,12,12,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,18,0,1,0,3,3,2,2,2,1,0,1,0,1,1,0,1,2,3,3,3,3,2,19,9,8,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
