Hectares ,Agriblock,Variety,Soil Types,Seedrate(in Kg),LP_Mainfield(in Tonnes),Nursery,Nursery area (Cents),LP_nurseryarea(in Tonnes),DAP_20days,Weed28D_thiobencarb,Urea_40Days,Potassh_50Days,Micronutrients_70Days,Pest_60Day(in ml),30DRain( in mm),30DAI(in mm),30_50DRain( in mm),30_50DAI(in mm),51_70DRain(in mm),51_70AI(in mm),71_105DRain(in mm),71_105DAI(in mm),Min temp_D1_D30,Max temp_D1_D30,Min temp_D31_D60,Max temp_D31_D60,Min temp_D61_D90,Max temp_D61_D90,Min temp_D91_D120,Max temp_D91_D120,Inst Wind Speed_D1_D30(in Knots),Inst Wind Speed_D31_D60(in Knots),Inst Wind Speed_D61_D90(in Knots),Inst Wind Speed_D91_D120(in Knots),Wind Direction_D1_D30,Wind Direction_D31_D60,Wind Direction_D61_D90,Wind Direction_D91_D120,Relative Humidity_D1_D30,Relative Humidity_D31_D60,Relative Humidity_D61_D90,Relative Humidity_D91_D120,Trash(in bundles),Paddy yield(in Kg)
2,Cuddalore,ponmani,clay,57,29.9,dry,49,2,102,5,61.27,26.39,33,1517,18.8,21.4,186.4,271.7,166.4,250.5,60.6,64.5,18.9,33,16.4,31,16.0,32.3,15.9,32.4,6,8,7,10,E,W,NNW,NNW,75.4,83,88,85,256,12639
4,Panruti,ponmani,clay,104,53.2,wet,81,4,159,8,114.25,40.49,63,2484,19.4,20.6,186.9,271.1,166.8,250.3,60.9,64.1,19.2,34,17.7,32,16.4,32.0,16.7,31.9,6,8,8,9,SW,W,SE,WSW,70.8,86,86,83,394,24779
4,Panruti,ponmani,clay,98,47.2,wet,74,4,157,8,105.23,44.18,57,2251,19.2,20.7,186.7,271.3,166.7,250.3,60.7,64.2,19.0,33,17.8,34,16.3,32.2,15.6,31.1,9,5,9,6,NW,S,SE,SSE,70.8,86,85,86,362,23908
4,Cuddalore,CO_43,clay,100,50.9,wet,84,4,165,8,117.02,43.02,64,2618,18.6,21.4,186.3,271.6,166.4,250.5,60.6,64.5,18.8,32,16.3,31,15.8,32.3,15.8,32.7,6,9,8,10,SW,S,NNW,WSW,74.3,82,88,85,391,25563
2,Sankarapuram,delux ponni,clay,52,23.2,wet,37,2,75,4,52.93,21.95,30,1110,18.3,21.7,185.9,272.1,166.2,250.7,60.4,64.6,20.2,33,17.4,29,17.5,33.6,16.4,34.3,9,11,9,11,SSE,NE,SW,NW,74.0,88,84,82,165,11722
4,Kurinjipadi,CO_43,alluvial,98,47.2,wet,73,4,153,7,93.98,40.31,53,2221,19.4,20.6,187.0,271.0,166.9,250.2,60.9,64.1,19.5,34,18.2,34,16.9,32.8,16.4,31.1,9,6,9,7,NW,S,SE,SSE,67.8,86,85,85,359,22976
4,Cuddalore,delux ponni,clay,101,51.2,wet,77,4,167,8,113.6,43.42,64,2363,19.1,20.9,185.9,272.0,166.1,251.0,60.4,64.5,18.9,33,16.6,32,16.1,31.7,15.9,32.4,6,8,8,7,W,WNW,NNW,WSW,81.0,87,84,84,382,26279
4,Kurinjipadi,CO_43,clay,98,47.6,dry,76,4,141,8,101.0,39.19,57,2183,19.3,20.7,187.1,271.0,166.9,250.1,60.9,64.1,18.6,32,17.6,35,15.9,32.7,15.6,30.9,9,5,9,7,NW,S,SE,SSE,67.1,83,89,87,347,21884
4,Chinnasalem,CO_43,clay,109,52.1,wet,88,4,182,8,118.75,48.08,63,2549,18.3,21.7,185.8,272.1,166.1,250.9,60.3,64.6,19.0,32,16.2,31,15.9,33.0,15.5,33.4,8,9,8,10,SW,ENE,NE,NW,78.1,85,88,86,387,27359
3,Kurinjipadi,CO_43,clay,71,35.8,dry,52,3,106,6,81.49,29.09,43,1657,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.1,34,18.4,35,16.3,31.6,15.9,30.6,10,4,10,6,NW,S,NNW,SSE,64.8,81,85,87,250,14943
5,Kallakurichi,ponmani,alluvial,126,62.0,dry,103,5,210,11,138.42,54.63,78,3120,18.5,21.5,185.5,272.5,165.7,251.3,60.1,64.9,19.1,33,16.8,32,16.4,32.2,15.9,32.2,6,8,7,8,W,WNW,SW,S,83.1,90,84,84,475,30409
4,Panruti,ponmani,clay,102,53.2,wet,87,4,180,9,113.48,46.49,64,2507,18.5,21.5,185.4,272.5,165.6,251.4,60.2,64.9,19.6,35,17.3,30,16.9,32.9,17.4,32.9,5,11,5,12,ENE,NE,NNE,W,79.8,91,87,80,400,26433
3,Chinnasalem,delux ponni,clay,76,42.4,wet,67,3,131,7,96.26,35.28,49,1974,18.2,21.8,185.7,272.3,166.0,251.0,60.3,64.7,18.3,32,15.9,33,15.3,33.0,15.6,31.9,5,8,6,11,E,ENE,NE,NNW,75.4,82,91,86,255,20381
3,Panruti,ponmani,alluvial,85,43.6,dry,65,4,147,7,97.75,38.68,52,2074,19.2,20.7,186.1,271.9,166.3,250.9,60.5,64.5,19.9,35,18.3,33,17.4,33.5,17.5,31.2,8,10,7,10,NW,NE,NNE,W,70.5,94,85,81,326,19515
4,Sankarapuram,delux ponni,clay,97,52.7,dry,79,4,147,8,106.25,35.94,61,2366,19.2,20.8,187.0,271.1,166.9,250.1,60.9,64.1,19.4,33,17.3,31,16.8,32.1,16.1,32.8,8,8,9,9,SSE,W,SW,NW,70.1,85,85,84,332,23652
5,Sankarapuram,delux ponni,alluvial,125,61.5,wet,101,5,197,10,132.01,51.75,77,2948,18.8,21.3,186.4,271.7,166.3,250.6,60.5,64.5,19.4,33,17.1,30,16.6,32.5,16.3,33.2,7,10,8,10,SW,W,NNE,W,73.6,84,86,83,455,29713
5,Kallakurichi,ponmani,clay,135,67.9,dry,108,5,222,11,148.22,57.24,81,3278,18.4,21.5,185.6,272.4,165.8,251.2,60.2,64.7,19.8,33,17.3,31,17.1,32.8,16.1,33.4,9,8,9,9,W,WNW,SE,NW,80.1,89,83,83,527,35035
2,Kurinjipadi,ponmani,clay,53,26.7,wet,41,2,77,4,54.95,21.11,31,1248,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.4,34,18.4,35,17.0,32.4,16.0,30.6,10,4,10,6,NW,S,SE,SSE,65.0,85,84,87,227,12726
3,Panruti,delux ponni,alluvial,80,40.0,wet,52,3,132,6,89.65,33.06,48,1718,18.3,21.7,185.3,272.7,165.4,251.5,60.0,65.0,20.2,34,17.6,29,17.6,33.8,17.6,33.5,5,12,5,12,ENE,NE,NNE,W,80.0,95,86,80,249,19381
3,Kurinjipadi,CO_43,clay,94,47.2,wet,70,3,141,8,93.48,38.26,54,2145,18.6,21.4,186.6,271.5,166.6,250.4,60.7,64.3,18.6,32,17.4,34,15.8,33.2,15.7,31.0,8,6,9,8,E,S,NE,NNW,69.6,86,90,87,324,21437
5,Panruti,CO_43,clay,111,61.4,wet,93,5,182,10,133.61,45.24,71,2739,19.4,20.6,186.3,271.5,166.5,250.8,60.7,64.4,19.9,35,18.2,32,17.1,32.7,17.8,31.8,4,12,5,12,ENE,NE,NNE,W,72.4,94,85,80,411,29512
5,Kurinjipadi,ponmani,alluvial,121,59.0,wet,96,5,198,9,123.69,49.27,70,2869,19.4,20.5,187.1,271.0,166.9,250.1,60.9,64.1,19.5,33,18.1,34,16.8,32.6,16.3,31.3,9,6,10,7,NW,S,SE,SSE,67.4,86,85,86,459,28268
3,Kurinjipadi,CO_43,alluvial,76,38.6,wet,60,3,115,6,85.94,31.21,46,1836,18.7,21.3,185.8,272.1,166.1,251.0,60.4,64.7,18.7,32,17.1,34,16.0,32.4,15.5,31.5,8,5,8,7,W,ENE,SE,NNW,77.5,88,86,86,267,19015
5,Kallakurichi,ponmani,alluvial,127,63.1,wet,99,5,206,10,139.2,53.98,75,3089,18.3,21.7,185.4,272.6,165.6,251.4,60.1,64.9,19.9,33,17.2,30,17.4,33.1,15.9,33.8,9,9,9,9,W,W,SE,S,83.2,93,82,82,466,32680
2,Sankarapuram,CO_43,alluvial,57,27.9,dry,45,3,93,4,69.82,28.98,35,1244,18.2,21.8,185.7,272.2,166.2,250.8,60.3,64.7,20.4,32,17.6,29,17.9,33.9,16.4,34.6,10,12,10,12,SSE,W,SW,NW,72.8,89,83,82,249,14009
3,Chinnasalem,CO_43,clay,89,49.9,dry,76,4,137,7,101.63,34.01,53,2178,18.1,21.9,185.4,272.6,165.6,251.3,60.1,64.9,18.3,32,15.9,33,15.3,33.1,15.5,32.0,5,8,6,10,ENE,ENE,NE,NNW,80.4,90,90,86,328,21987
3,Kurinjipadi,delux ponni,clay,88,40.8,wet,70,3,150,7,98.08,37.93,53,2214,19.1,20.9,186.3,271.7,166.1,250.8,60.5,64.3,19.7,33,18.2,34,17.0,32.7,16.2,31.5,10,6,9,7,NW,S,SE,SSE,71.2,91,83,84,286,21583
3,Cuddalore,CO_43,alluvial,78,37.3,dry,57,3,125,6,78.49,31.46,45,1917,19.5,20.5,187.1,270.9,166.9,250.0,61.0,64.0,19.0,34,17.2,32,16.2,31.8,16.3,32.2,6,8,9,9,SW,W,NNW,SSE,68.8,82,87,85,267,17771
4,Sankarapuram,ponmani,clay,91,43.0,dry,75,4,146,7,97.73,39.06,55,2012,18.7,21.3,186.6,271.3,166.7,250.5,60.7,64.3,20.2,34,17.6,29,17.6,33.3,16.6,33.7,9,11,9,12,SSE,W,SW,NW,71.3,88,85,82,362,20403
2,Kurinjipadi,delux ponni,clay,49,25.3,wet,41,2,89,5,59.38,22.72,32,1236,19.3,20.6,186.5,271.4,166.7,250.4,60.7,64.2,19.0,33,16.5,31,16.1,31.7,16.2,32.9,5,9,8,9,SSE,W,NNW,S,76.6,83,86,84,179,13118
5,Sankarapuram,CO_43,alluvial,113,54.5,dry,89,4,182,8,117.48,49.07,68,2729,18.4,21.6,185.7,272.3,166.0,251.0,60.2,64.7,19.8,33,17.0,30,17.2,33.4,16.3,34.2,8,10,9,11,SSE,W,SW,NW,77.8,89,85,83,391,27527
4,Sankarapuram,delux ponni,alluvial,89,44.3,wet,73,3,146,7,97.68,39.74,54,2140,18.7,21.2,186.1,272.0,166.2,250.7,60.4,64.5,19.4,33,17.4,32,16.7,32.6,16.0,32.6,8,7,9,8,W,S,SE,NNW,75.7,87,84,84,300,20997
3,Chinnasalem,CO_43,clay,83,46.5,dry,69,3,136,7,92.34,33.5,45,2083,18.5,21.5,186.2,271.9,166.3,250.7,60.5,64.5,18.6,33,17.2,34,15.8,33.4,16.2,31.1,6,6,7,10,E,ENE,NNE,W,71.1,88,90,86,308,20794
4,Sankarapuram,CO_43,alluvial,86,42.1,wet,70,4,153,7,93.72,38.52,54,2117,18.5,21.6,186.1,271.9,166.1,250.9,60.4,64.6,19.1,32,16.6,31,16.1,32.8,16.1,33.0,7,9,8,11,SSE,ENE,SW,NNW,74.5,84,87,84,320,20197
3,Sankarapuram,delux ponni,alluvial,74,37.5,wet,59,3,123,6,87.7,31.67,47,1778,18.4,21.6,185.5,272.5,165.7,251.3,60.2,64.8,19.6,33,17.1,31,17.0,33.2,16.5,33.2,7,10,7,10,ENE,NE,NE,S,79.9,91,85,82,266,18921
3,Cuddalore,ponmani,clay,89,44.7,wet,69,4,146,8,98.07,36.98,54,2053,19.2,20.8,186.3,271.6,166.4,250.7,60.6,64.4,19.8,35,18.1,33,17.1,33.3,17.4,31.5,5,10,6,10,ENE,NE,NNE,W,71.9,93,86,81,352,22773
3,Chinnasalem,CO_43,clay,70,37.9,wet,61,3,138,7,91.9,34.39,47,1851,18.2,21.8,185.5,272.4,165.7,251.2,60.2,64.8,18.7,33,16.3,32,15.7,33.3,16.1,32.3,5,10,6,11,E,ENE,NE,NNW,76.0,85,90,84,267,18106
5,Panruti,delux ponni,clay,129,64.8,wet,103,5,203,10,132.94,54.62,78,3047,18.8,21.2,186.2,271.9,166.2,250.7,60.4,64.5,19.0,34,16.9,31,16.1,32.2,16.8,32.8,5,10,7,11,SW,W,NNW,WSW,75.2,83,88,83,446,30115
3,Sankarapuram,delux ponni,alluvial,72,37.2,dry,53,3,122,5,85.73,31.55,44,1654,18.2,21.8,185.8,272.3,166.1,250.9,60.3,64.6,19.8,32,16.6,30,17.1,33.7,16.1,34.0,9,11,9,12,SSE,W,SW,NW,73.6,86,88,83,241,18234
3,Panruti,CO_43,clay,71,43.1,wet,65,3,135,7,99.17,32.99,49,1887,18.2,21.8,185.4,272.6,165.6,251.4,60.2,64.9,18.4,33,16.2,32,15.4,33.1,16.3,31.8,5,9,5,11,ENE,NE,NE,NNW,77.2,88,90,84,294,19990
4,Kurinjipadi,delux ponni,clay,109,56.3,dry,89,4,176,9,117.68,45.82,67,2736,18.7,21.3,186.7,271.4,166.6,250.3,60.7,64.3,18.7,32,17.2,34,15.8,32.9,15.6,31.2,9,5,9,8,NW,ENE,SE,NNW,69.0,84,89,87,381,25725
4,Kurinjipadi,ponmani,clay,98,50.8,wet,83,4,165,8,109.82,44.08,65,2377,18.4,21.6,185.7,272.3,165.9,250.9,60.3,64.6,18.6,32,16.9,34,15.6,32.4,15.3,31.4,9,5,9,7,E,S,NE,SSE,76.7,85,87,87,392,24879
3,Kallakurichi,ponmani,clay,80,36.6,dry,62,3,129,6,71.85,31.05,45,1813,18.6,21.5,185.3,272.7,165.4,251.6,60.0,65.0,19.4,34,17.3,32,16.7,32.3,16.9,32.7,5,9,5,9,W,WNW,NNE,W,86.3,95,83,81,264,17066
3,Kallakurichi,ponmani,alluvial,82,41.8,wet,68,3,139,7,91.3,36.46,48,2064,18.7,21.3,186.0,272.0,166.1,250.8,60.4,64.6,19.4,33,17.3,32,16.7,32.5,16.1,32.6,8,7,8,8,SSE,W,SE,SSE,76.6,88,85,84,318,20825
5,Chinnasalem,ponmani,clay,123,60.8,wet,99,5,205,10,137.29,53.6,75,3019,18.2,21.8,185.8,272.2,166.0,250.9,60.3,64.7,18.7,32,16.0,31,15.7,33.0,15.4,33.1,8,9,8,11,SSE,W,SW,NNW,76.3,83,89,86,467,31839
2,Chinnasalem,CO_43,alluvial,50,24.4,wet,39,2,87,4,60.18,21.45,31,1242,18.1,21.9,185.4,272.6,166.1,251.0,60.1,64.9,18.0,31,15.5,34,15.0,33.0,15.0,31.6,6,6,8,10,E,ENE,NE,NNW,81.0,80,92,88,201,11704
4,Kurinjipadi,delux ponni,clay,107,51.3,wet,82,4,165,8,109.43,43.28,63,2452,19.1,20.8,186.8,271.1,166.7,250.2,60.8,64.2,19.0,33,17.1,33,16.2,32.4,16.1,32.1,8,7,9,9,NW,W,SW,SSE,70.9,83,88,85,341,25199
5,Kallakurichi,ponmani,alluvial,124,62.5,wet,98,5,201,10,138.96,52.85,76,2995,19.4,20.6,186.9,271.0,166.8,250.2,60.9,64.1,18.8,34,16.3,31,15.8,31.4,16.0,32.6,5,9,8,9,SW,W,NNW,S,74.5,81,86,84,457,32227
2,Cuddalore,ponmani,clay,39,18.9,wet,32,2,65,3,42.25,16.33,25,972,18.9,21.1,186.2,271.8,166.3,250.8,60.5,64.5,18.7,33,16.4,31,15.9,31.6,15.9,32.6,5,8,8,9,SW,W,NNW,WSW,78.3,83,87,85,165,9486
4,Sankarapuram,ponmani,alluvial,105,52.6,dry,83,4,168,9,111.8,43.5,64,2535,18.5,21.6,185.7,272.4,165.8,251.2,60.2,64.8,19.8,34,17.4,30,17.3,33.3,16.9,33.6,8,11,7,11,ENE,NE,SW,W,77.8,91,85,82,386,25370
5,Chinnasalem,delux ponni,alluvial,127,61.1,wet,103,5,211,10,140.57,55.08,78,3107,18.2,21.9,185.4,272.6,165.7,251.5,60.1,64.9,19.2,32,16.3,31,16.5,33.6,15.6,33.5,8,10,8,11,E,ENE,SW,W,82.2,93,86,84,468,31872
5,Kallakurichi,delux ponni,clay,128,63.0,dry,103,5,209,10,135.51,53.87,77,3048,18.5,21.4,185.7,272.3,165.9,251.1,60.2,64.7,19.5,33,16.9,31,16.7,32.6,16.1,33.5,8,9,8,10,ENE,W,SW,NW,80.4,88,85,83,450,32160
3,Kurinjipadi,delux ponni,clay,66,34.8,dry,55,3,113,6,78.72,28.83,43,1616,18.8,21.2,186.4,271.7,166.5,250.5,60.7,64.4,19.0,33,17.4,34,16.2,32.6,15.9,31.5,8,6,8,7,E,S,SE,SSE,72.6,87,86,85,236,16758
2,Kallakurichi,delux ponni,clay,55,27.5,dry,41,2,79,4,52.46,21.47,32,1282,19.2,20.8,186.3,271.7,166.4,250.5,60.5,64.4,19.2,33,17.2,32,16.4,32.0,16.0,32.6,7,8,9,8,W,WNW,SE,WSW,75.6,88,84,85,185,12538
3,Sankarapuram,delux ponni,clay,75,37.9,dry,61,3,131,6,83.38,33.67,47,1822,18.5,21.4,186.3,271.8,166.5,250.5,60.6,64.4,20.3,33,17.8,29,17.7,33.7,16.9,34.3,9,11,9,12,SSE,W,SW,NW,70.6,88,85,82,247,18917
4,Kurinjipadi,delux ponni,alluvial,98,44.2,wet,77,4,146,7,97.04,37.67,57,2178,19.4,20.6,186.9,271.0,166.8,250.2,60.9,64.1,19.5,34,18.2,34,16.9,32.6,16.4,31.0,9,5,9,7,NW,S,SE,SSE,67.3,86,85,85,310,21851
3,Sankarapuram,CO_43,clay,76,35.4,wet,58,3,123,6,82.98,32.82,45,1752,18.6,21.4,186.4,271.5,166.5,250.5,60.6,64.4,20.1,33,17.8,31,17.5,33.5,16.3,33.3,10,9,9,10,NW,W,SW,NW,70.5,88,84,83,282,17240
3,Sankarapuram,CO_43,clay,75,38.9,wet,61,3,113,6,77.96,28.72,46,1840,18.7,21.3,185.8,272.3,165.9,251.1,60.2,64.8,19.5,34,17.1,30,17.0,32.6,16.8,33.4,6,11,7,11,W,W,NNE,W,78.0,90,85,82,257,17545
4,Cuddalore,delux ponni,clay,95,43.3,wet,74,3,151,7,96.26,39.85,50,2064,18.8,20.9,186.5,271.4,166.6,250.3,60.7,64.2,19.8,33,16.5,29,16.8,32.7,16.2,34.4,6,11,9,11,SSE,W,NNW,NW,75.5,83,86,83,322,21336
4,Chinnasalem,CO_43,alluvial,99,52.6,wet,81,4,171,8,112.36,44.68,62,2562,18.5,21.4,186.0,271.9,166.1,250.7,60.4,64.6,18.7,32,17.0,34,15.9,32.8,15.4,31.4,9,5,9,8,E,ENE,SE,NNW,73.6,85,87,87,389,26719
4,Kallakurichi,CO_43,alluvial,90,47.1,dry,70,4,136,7,97.82,34.93,55,2196,19.2,20.9,186.4,271.5,166.5,250.5,60.6,64.4,19.3,33,17.6,32,16.8,32.3,16.3,31.9,9,7,8,7,NW,S,SE,W,73.6,89,84,84,309,21820
4,Cuddalore,CO_43,alluvial,93,45.7,dry,72,4,147,7,95.75,36.78,58,2220,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.9,34,17.4,33,16.1,31.4,16.1,31.4,6,7,9,8,NW,W,SE,SSE,66.8,81,87,85,321,20111
3,Sankarapuram,CO_43,alluvial,93,45.1,dry,70,3,144,7,85.89,36.54,54,2084,19.0,21.0,187.0,271.1,166.9,250.1,60.9,64.1,20.1,33,17.8,30,17.4,33.3,16.3,33.6,9,10,10,11,NW,W,SW,NW,68.0,86,84,84,328,18489
5,Chinnasalem,delux ponni,alluvial,111,54.0,dry,88,4,177,9,121.43,48.73,70,2510,18.4,21.5,185.9,272.2,166.2,250.8,60.3,64.6,18.5,32,16.1,33,15.7,32.4,15.4,32.1,6,7,8,8,E,ENE,NE,NNW,79.4,84,88,86,380,27775
3,Cuddalore,ponmani,clay,63,34.5,dry,54,3,111,5,75.2,27.83,45,1644,18.5,21.5,186.0,272.1,166.0,250.9,60.4,64.7,19.4,33,16.8,31,16.5,32.8,16.5,33.2,6,9,8,11,W,W,SW,NW,74.9,86,87,83,257,14302
2,Panruti,CO_43,clay,40,20.4,wet,31,2,72,4,56.86,19.17,26,1031,18.3,21.7,185.2,272.8,165.3,251.7,60.0,65.0,19.6,34,17.2,31,17.0,33.5,17.5,32.7,4,11,4,12,ENE,NE,NNE,W,85.3,95,85,80,151,10969
5,Kurinjipadi,delux ponni,alluvial,120,59.0,wet,94,5,182,9,126.03,48.81,70,2693,19.6,20.5,187.2,270.8,167.0,250.0,61.0,64.0,19.4,34,18.3,34,16.7,32.4,16.3,30.8,9,5,10,7,NW,S,SE,SSE,65.5,84,86,85,434,28677
5,Chinnasalem,CO_43,clay,120,57.8,wet,99,5,191,10,125.69,51.12,72,2867,18.2,21.8,186.1,272.0,166.2,250.8,60.4,64.7,19.1,32,16.4,30,16.3,33.5,15.7,33.4,8,10,9,11,SSE,W,NNE,NNW,74.2,83,89,85,413,28992
3,Cuddalore,delux ponni,clay,83,42.2,wet,66,3,133,7,91.76,34.37,52,2065,19.5,20.4,187.1,270.9,167.0,250.0,61.0,64.0,19.0,34,17.4,33,16.2,31.8,16.4,31.6,7,7,9,8,NW,S,NNW,SSE,68.0,82,87,85,274,20968
4,Kurinjipadi,CO_43,clay,97,46.8,dry,76,3,142,8,97.7,39.24,57,2283,19.2,20.7,186.8,271.4,166.7,250.2,60.7,64.2,19.0,33,17.9,34,16.6,32.3,15.6,31.1,9,5,9,7,NW,S,SE,SSE,69.5,85,85,86,335,23512
4,Cuddalore,delux ponni,clay,94,45.3,wet,77,4,149,7,94.33,38.45,53,2207,18.7,21.2,186.1,271.8,166.2,250.7,60.5,64.5,19.1,33,16.8,31,16.3,32.3,16.5,33.1,5,10,7,10,SW,NE,NNE,W,77.1,85,87,83,325,22944
5,Kurinjipadi,ponmani,alluvial,119,57.8,wet,96,5,198,9,129.88,50.38,70,2855,19.0,20.9,186.9,271.1,166.8,250.2,60.8,64.2,20.0,33,17.7,31,17.4,33.2,16.3,32.8,9,10,9,10,SSE,W,SW,NW,69.4,85,85,83,449,29605
4,Kallakurichi,ponmani,clay,105,51.9,dry,86,4,175,9,122.25,46.2,64,2534,18.2,21.7,185.3,272.7,165.4,251.6,60.1,64.9,18.8,32,16.5,32,16.3,31.9,15.3,32.5,8,6,9,7,W,WNW,SE,S,86.7,91,82,85,413,27697
3,Chinnasalem,CO_43,clay,80,42.2,dry,66,3,131,7,91.85,33.61,48,2065,18.2,21.8,185.4,272.5,165.6,251.4,60.1,64.9,18.4,32,16.3,33,15.6,32.8,15.6,32.2,6,8,6,10,E,WNW,NE,NNW,82.5,88,88,86,296,21021
5,Sankarapuram,CO_43,clay,121,58.7,wet,96,5,192,10,129.97,49.66,72,2850,18.4,21.7,185.6,272.5,165.7,251.3,60.1,64.8,19.9,33,17.1,30,17.4,33.1,16.1,33.9,9,10,9,10,W,WNW,SE,NW,80.8,92,83,83,410,29076
1,Cuddalore,delux ponni,clay,37,18.7,dry,30,1,55,3,38.17,14.41,22,888,19.3,20.9,186.0,272.0,166.1,251.1,60.5,64.7,19.2,34,17.2,31,16.6,32.0,17.3,32.9,4,10,5,11,ENE,NE,NNW,WSW,80.4,91,85,81,129,8623
3,Kallakurichi,delux ponni,clay,89,44.5,dry,65,4,128,6,91.27,35.33,51,1972,19.2,21.0,186.4,271.7,166.4,250.7,60.6,64.5,19.0,33,16.7,31,16.2,31.7,15.9,32.7,6,7,8,7,SW,WNW,SE,S,79.1,87,84,84,298,20248
3,Cuddalore,CO_43,clay,66,34.0,wet,54,3,114,6,75.62,28.62,41,1618,19.3,20.9,186.9,271.1,166.8,250.2,60.8,64.2,18.7,33,16.2,31,15.7,31.8,16.3,32.8,4,9,7,10,SW,W,NNW,WSW,73.8,81,89,84,261,16523
5,Kurinjipadi,CO_43,clay,119,59.0,dry,93,4,180,10,130.74,46.3,72,2845,19.5,20.5,187.1,270.9,166.9,250.0,60.9,64.1,19.4,34,18.2,34,16.9,32.4,16.1,30.9,9,5,10,7,NW,S,SE,SSE,66.4,87,85,86,390,29436
2,Kallakurichi,CO_43,alluvial,54,28.9,wet,44,2,91,5,58.64,22.18,36,1462,19.0,21.0,185.7,272.4,165.8,251.2,60.2,64.7,18.7,33,16.7,32,16.2,31.4,15.8,32.6,6,8,8,7,W,WNW,SE,S,82.6,89,84,84,214,13721
5,Kurinjipadi,delux ponni,clay,121,58.9,dry,97,5,194,9,127.7,51.06,72,2810,18.8,21.2,185.9,272.2,165.8,251.2,60.3,64.7,19.3,33,17.5,33,16.6,32.3,15.9,32.0,8,6,8,7,W,S,SE,W,79.9,91,83,84,429,28167
3,Kurinjipadi,delux ponni,clay,67,35.2,wet,54,3,114,6,78.73,30.51,44,1741,19.3,20.8,186.8,271.2,166.8,250.3,60.9,64.2,19.3,34,17.2,31,16.5,32.1,16.6,32.4,5,9,7,10,NW,NE,NNW,SSE,71.8,84,86,83,229,18635
3,Kurinjipadi,delux ponni,clay,84,42.3,wet,61,3,122,6,83.39,32.84,48,1899,18.9,21.0,187.0,271.0,166.9,250.1,60.9,64.1,18.4,32,17.0,35,15.4,33.0,15.3,30.8,9,5,9,7,NW,S,NE,NNW,66.6,81,91,88,259,18770
3,Sankarapuram,delux ponni,clay,70,36.7,dry,58,3,113,6,81.41,29.97,44,1668,18.5,21.5,185.9,272.1,166.2,250.9,60.4,64.6,19.8,33,17.1,30,17.2,33.1,16.4,33.8,8,10,9,10,SSE,W,SW,NW,75.2,88,85,83,239,18049
5,Chinnasalem,ponmani,clay,129,62.8,wet,102,5,203,10,136.57,53.8,75,3042,18.3,21.7,185.9,272.1,166.0,250.9,60.3,64.6,18.4,32,16.1,33,15.5,32.5,15.3,32.1,7,7,8,9,E,ENE,SW,SSE,78.5,83,89,87,481,31462
3,Kurinjipadi,CO_43,clay,90,39.9,wet,66,3,132,7,85.47,36.21,56,1965,19.2,20.8,186.6,271.4,166.5,250.5,60.7,64.3,19.5,34,18.3,34,16.9,32.9,16.6,31.2,9,6,9,7,NW,S,SE,SSE,69.5,88,85,85,320,18737
2,Sankarapuram,ponmani,clay,54,27.8,wet,47,2,94,5,62.75,23.35,35,1357,19.2,20.9,186.9,271.1,166.8,250.2,60.8,64.2,19.9,33,17.7,31,17.2,32.9,16.4,33.0,9,9,9,10,SSE,W,NNW,WSW,68.8,85,85,84,204,13232
3,Panruti,delux ponni,clay,84,40.9,dry,67,3,138,7,94.88,36.23,51,2058,18.4,21.6,185.3,272.7,165.4,251.6,60.0,65.0,19.3,34,17.2,31,16.6,33.1,17.2,32.7,5,11,5,11,ENE,NE,NNE,W,84.2,94,85,81,314,20876
4,Panruti,delux ponni,clay,100,56.4,dry,83,4,170,9,117.86,41.4,64,2512,18.3,21.6,185.8,272.3,166.1,250.9,60.4,64.7,18.6,32,16.8,34,15.7,33.2,16.0,31.5,6,8,7,10,ENE,NE,NNE,NNW,73.3,88,90,85,333,27114
3,Chinnasalem,ponmani,clay,81,45.3,dry,72,3,143,7,101.46,37.46,51,2106,18.2,21.8,185.8,272.3,166.0,250.9,60.3,64.8,18.2,32,15.8,33,15.2,33.2,15.4,31.7,5,7,6,10,E,ENE,NNE,NNW,75.4,82,91,87,309,20394
4,Kurinjipadi,CO_43,clay,101,52.5,wet,85,4,159,9,115.89,41.43,62,2602,19.3,20.7,186.8,271.2,166.7,250.3,60.8,64.2,19.6,34,18.2,34,17.3,32.9,16.3,31.2,10,5,9,7,NW,S,SE,SSE,68.3,89,84,85,385,26955
3,Panruti,CO_43,clay,75,36.7,wet,66,3,135,6,84.06,34.03,46,1924,18.5,21.7,185.8,272.2,166.0,251.0,60.3,64.7,18.9,33,16.5,31,15.9,32.6,16.0,32.7,6,9,7,10,E,ENE,NNW,NNW,76.7,84,88,84,258,18834
4,Cuddalore,delux ponni,alluvial,104,50.2,dry,82,4,172,8,112.82,45.42,66,2406,18.8,21.1,185.9,272.2,166.0,251.0,60.3,64.7,18.8,33,16.5,32,16.1,31.7,15.7,32.5,6,8,8,8,W,W,SE,S,81.4,86,85,85,351,24896
